ID_Faktur ,tgl_trx, Kode_Barang , ID_Apotek ,PelangganID,Kasir_ID,SupplierID,JumlahTerjual,Harga_Satuan,Diskon,TotalPenjualan,Keuntungan,MetodePembayaran,ChannelTransaksi
FKT00199,19-06-2026,PRD011,APT082,PLG003,KRY080,SUP026,3,50000,0.0,150000,22500,E-Wallet,Apotek Ritel Internal
FKT00200,21/03/2026,PRD008,APT014,PLG024,KRY073,SUP075,8,36500,0.0,292000,56000,Debit,Apotek Ritel Internal
FKT00201,26/12/2026,PRD010,APT048,PLG082,KRY106,SUP085,5,49000,12200.0,232800,37800,Tunai,Apotek Ritel Internal
FKT00202,2026-12-19,PRD083,APT024,PLG011,KRY081,SUP031,4,35500,0.0,142000,34000,Kredit,Apotek Ritel Internal
FKT00203,2026-04-08,PRD062,APT032,PLG120,KRY096,SUP081,5,39000,19500.0,175500,13000,E-Wallet,Apotek Ritel Internal
FKT00204,2026-05-15,PRD034,APT025,PLG094,KRY059,SUP049,1,100500,0.0,100500,24000,QRIS,Apotek Ritel Internal
FKT00205,2026-01-10,PRD043,APT063,PLG083,KRY084,SUP077,3,55500,8300.0,158200,18700,QRIS,Apotek Ritel Internal
FKT00206,2026-09-26,PRD088,APT014,PLG073,KRY073,SUP087,2,61000,0.0,122000,32000,E-Wallet,Apotek Ritel Internal
FKT00207,06/05/2026,PRD102,APT020,PLG125,KRY025,SUP057,1,10000,200.0,9800,1800,Kredit,Apotek Ritel Internal
FKT00208,2026-12-03,PRD071,APT060,PLG013,KRY047,SUP098,1,74000,0.0,74000,20000,QRIS,Apotek Ritel Internal
FKT00209,2026-12-02,PRD106,APT008,PLG016,KRY047,SUP072,3,72000,10800.0,205200,44700,Tunai,Apotek Ritel Internal
FKT00210,12-11-2026,PRD004,APT006,PLG078,KRY028,SUP043,8,15500,,124000,32000,QRIS,Apotek Ritel Internal
FKT00211,30-09-2026,PRD023,APT066,PLG146,KRY081,SUP097,8,57000,22800.0,433200,49200,Kredit,Apotek Ritel Internal
FKT00212,24/02/2026,PRD066,APT069,PLG110,KRY003,SUP056,1,89000,0.0,89000,9500,E-Wallet,Apotek Ritel Internal
FKT00213,2026-06-22,PRD061,APT060,PLG091,KRY116,SUP091,2,38500,3800.0,73200,8200,Kredit,Apotek Ritel Internal
FKT00214,2026-11-21,PRD083,APT061,PLG145,KRY070,SUP031,1,35500,3600.0,31900,4900,Debit,Apotek Ritel Internal
FKT00215,04/07/2026,PRD051,APT037,PLG009,KRY021,SUP047,3,47000,0.0,141000,19500,Debit,Apotek Ritel Internal
FKT00216,04/01/2026,PRD027,APT087,PLG006,KRY077,SUP034,6,29500,3500.0,173500,17500,E-Wallet,Apotek Ritel Internal
FKT00217,2026-11-12,PRD016,APT025,PLG150,KRY032,SUP071,1,81000,0.0,81000,13500,Kredit,Apotek Ritel Internal
FKT00218,2026-10-19,PRD084,APT075,PLG124,KRY062,SUP096,2,11000,1100.0,20900,3900,Tunai,Apotek Ritel Internal
FKT00219,01-11-2026,PRD003,APT083,PLG098,KRY068,SUP006,4,32000,0.0,128000,20000,Kredit,Apotek Ritel Internal
FKT00220,02/08/2026,PRD011,APT079,PLG003,KRY113,SUP026,1,49500,0.0,49500,7000,E-Wallet,Apotek Ritel Internal
FKT00221,23-12-2026,PRD027,APT005,PLG101,KRY058,SUP034,4,29500,0.0,118000,14000,QRIS,Apotek Ritel Internal
FKT00222,2026-08-10,PRD046,APT013,PLG022,KRY061,SUP085,3,39500,0.0,118500,16500,Debit,Apotek Ritel Internal
FKT00223,13-02-2026,PRD049,APT072,PLG035,KRY041,SUP089,3,96500,0.0,289500,75000,E-Wallet,Apotek Ritel Internal
FKT00224,2026-04-11,PRD120,APT052,PLG063,KRY024,SUP033,1,24500,0.0,24500,5000,E-Wallet,Apotek Ritel Internal
FKT00225,14/11/2026,PRD043,APT018,PLG089,KRY017,SUP077,4,55000,33000.0,187000,1000,E-Wallet,Apotek Ritel Internal
FKT00226,15-08-2026,PRD050,APT093,PLG060,KRY026,SUP076,3,49500,,141100,27100,Tunai,Apotek Ritel Internal
FKT00227,27-02-2026,PRD028,APT063,PLG038,KRY084,SUP049,1,63000,3200.0,59800,13800,Debit,Apotek Ritel Internal
FKT00228,19/08/2026,PRD039,APT077,PLG055,KRY117,SUP069,2,47000,0.0,94000,19000,E-Wallet,Apotek Ritel Internal
FKT00229,2026-03-14,PRD076,APT036,PLG135,KRY093,SUP002,1,52500,0.0,52500,10000,E-Wallet,Apotek Ritel Internal
FKT00230,03-04-2026,PRD046,APT026,PLG093,KRY048,SUP085,1,41000,0.0,41000,7000,Kredit,Apotek Ritel Internal
FKT00231,2026-09-18,PRD010,APT030,PLG137,KRY013,SUP085,1,49500,7400.0,42100,3100,E-Wallet,Apotek Ritel Internal
FKT00232,17/05/2026,PRD034,APT048,PLG041,KRY106,SUP049,2,99500,0.0,199000,46000,Debit,Apotek Ritel Internal
FKT00233,01-05-2026,PRD118,APT026,PLG016,KRY048,SUP098,5,32000,16000.0,144000,0,Debit,Apotek Ritel Internal
FKT00234,2026-11-22,PRD013,APT076,PLG134,KRY087,SUP032,3,80000,4800.0,235200,37200,Kredit,Apotek Ritel Internal
FKT00235,04/05/2026,PRD049,APT030,PLG085,KRY070,SUP089,2,96500,3900.0,189100,46100,E-Wallet,Apotek Ritel Internal
FKT00236,05-10-2026,PRD024,APT013,PLG135,KRY010,SUP063,2,45000,1800.0,88200,13200,E-Wallet,Apotek Ritel Internal
FKT00237,22/03/2026,PRD064,APT095,PLG031,KRY052,SUP040,2,32500,3200.0,61800,13800,Debit,Apotek Ritel Internal
FKT00238,2026-07-31,PRD034,APT077,PLG071,KRY117,SUP049,4,99000,0.0,396000,90000,Tunai,Apotek Ritel Internal
FKT00239,10/11/2026,PRD069,APT061,PLG060,KRY030,SUP061,3,73500,0.0,220500,24000,Kredit,Apotek Ritel Internal
FKT00240,10/03/2026,PRD069,APT073,PLG096,KRY060,SUP061,5,73500,0.0,367500,40000,QRIS,Apotek Ritel Internal
FKT00241,2026-11-25,PRD116,APT093,PLG106,KRY029,SUP059,4,25000,5000.0,95000,21000,Tunai,Apotek Ritel Internal
FKT00242,01-04-2026,PRD119,APT088,PLG126,KRY089,SUP019,2,61000,,109800,19800,Kredit,Apotek Ritel Internal
FKT00243,27/07/2026,PRD069,APT083,PLG081,KRY112,SUP061,3,74500,4500.0,219000,22500,E-Wallet,Apotek Ritel Internal
FKT00244,26/09/2026,PRD080,APT003,PLG028,KRY058,SUP054,2,51000,10200.0,91800,15800,QRIS,Apotek Ritel Internal
FKT00245,23/09/2026,PRD119,APT004,PLG100,KRY071,SUP019,1,61000,0.0,61000,16000,Debit,Apotek Ritel Internal
FKT00246,27/05/2026,PRD048,APT062,PLG014,KRY019,SUP033,2,45000,0.0,90000,15000,E-Wallet,Apotek Ritel Internal
FKT00247,2026-12-23,PRD062,APT037,PLG083,KRY021,SUP081,1,38500,800.0,37700,5200,QRIS,Apotek Ritel Internal
FKT00248,2026-06-23,PRD073,APT073,PLG042,KRY060,SUP007,1,75500,0.0,75500,13500,Debit,Apotek Ritel Internal
FKT00249,13/02/2026,PRD045,APT082,PLG131,KRY080,SUP003,2,78500,0.0,157000,26000,QRIS,Apotek Ritel Internal
FKT00250,21-06-2026,PRD075,APT014,PLG038,KRY059,SUP063,4,76000,0.0,304000,68000,Debit,Apotek Ritel Internal
FKT00251,17-08-2026,PRD021,APT090,PLG052,KRY001,SUP070,3,65000,0.0,195000,30000,Kredit,Apotek Ritel Internal
FKT00252,13-09-2026,PRD001,APT089,PLG061,KRY028,SUP034,3,32000,0.0,96000,19500,Kredit,Apotek Ritel Internal
FKT00253,10-02-2026,PRD001,APT089,PLG072,KRY080,SUP034,3,32000,0.0,96000,19500,QRIS,Apotek Ritel Internal
FKT00254,2026-01-29,PRD003,APT087,PLG148,KRY077,SUP006,2,31500,0.0,63000,9000,Kredit,Apotek Ritel Internal
FKT00255,2026-06-20,PRD075,APT072,PLG147,KRY041,SUP063,8,77500,12400.0,607600,135600,Tunai,Apotek Ritel Internal
FKT00256,17/02/2026,PRD038,APT090,PLG018,KRY098,SUP020,2,80500,0.0,161000,38000,Kredit,Apotek Ritel Internal
FKT00257,2026-06-11,PRD059,APT052,PLG054,KRY024,SUP085,1,36500,5500.0,31000,1000,E-Wallet,Apotek Ritel Internal
FKT00258,14/02/2026,PRD077,APT094,PLG074,KRY055,SUP083,3,69500,0.0,208500,22500,E-Wallet,Apotek Ritel Internal
FKT00259,2026-11-16,PRD012,APT057,PLG134,KRY094,SUP054,3,14500,2200.0,41300,5300,E-Wallet,Apotek Ritel Internal
FKT00260,30/04/2026,PRD118,APT001,PLG007,KRY072,SUP098,3,32000,4800.0,91200,4200,QRIS,Apotek Ritel Internal
FKT00261,12/11/2026,PRD048,APT032,PLG144,KRY037,SUP033,1,44000,900.0,43100,5600,Debit,Apotek Ritel Internal
FKT00262,04/02/2026,PRD057,APT032,PLG002,KRY037,SUP067,3,42500,0.0,127500,33000,E-Wallet,Apotek Ritel Internal
FKT00263,12-11-2026,PRD096,APT019,PLG087,KRY119,SUP057,3,26000,3900.0,74100,5100,QRIS,Apotek Ritel Internal
FKT00264,28-11-2026,PRD061,APT032,PLG106,KRY037,SUP091,5,38500,3800.0,188700,26200,Debit,Apotek Ritel Internal
FKT00265,12/10/2026,PRD025,APT070,PLG091,KRY054,SUP022,8,71000,28400.0,539600,103600,Debit,Apotek Ritel Internal
FKT00266,12/07/2026,PRD098,APT058,PLG100,KRY035,SUP046,3,64500,9700.0,183800,29300,Debit,Apotek Ritel Internal
FKT00267,2026-11-03,PRD057,APT024,PLG116,KRY081,SUP067,1,42500,0.0,42500,11000,Debit,Apotek Ritel Internal
FKT00268,20/01/2026,PRD108,APT043,PLG007,KRY103,SUP087,2,57000,0.0,114000,13000,Debit,Apotek Ritel Internal
FKT00269,05/09/2026,PRD059,APT080,PLG037,KRY076,SUP085,5,36000,3600.0,176400,26400,QRIS,Apotek Ritel Internal
FKT00270,2026-04-16,PRD052,APT073,PLG134,KRY060,SUP006,1,22000,400.0,21600,2600,E-Wallet,Apotek Ritel Internal
FKT00271,14/02/2026,PRD106,APT010,PLG080,KRY034,SUP072,3,72000,4300.0,211700,51200,QRIS,Apotek Ritel Internal
FKT00272,09-06-2026,PRD060,APT079,PLG031,KRY113,SUP001,1,14500,0.0,14500,2000,E-Wallet,Apotek Ritel Internal
FKT00273,14-10-2026,PRD025,APT034,PLG082,KRY035,SUP022,1,72000,3600.0,68400,13900,E-Wallet,Apotek Ritel Internal
FKT00274,20/06/2026,PRD106,APT054,PLG013,KRY079,SUP072,1,73000,0.0,73000,19500,Kredit,Apotek Ritel Internal
FKT00275,06-11-2026,PRD080,APT089,PLG115,KRY079,SUP054,2,51500,5200.0,97800,21800,E-Wallet,Apotek Ritel Internal
FKT00276,10/02/2026,PRD087,APT045,PLG034,KRY066,SUP061,5,26000,0.0,130000,17500,Kredit,Apotek Ritel Internal
FKT00277,08/06/2026,PRD081,APT045,PLG060,KRY066,SUP039,1,51000,0.0,51000,12000,Debit,Apotek Ritel Internal
FKT00278,26-06-2026,PRD099,APT032,PLG125,KRY037,SUP002,1,62500,0.0,62500,9000,Kredit,Apotek Ritel Internal
FKT00279,29/03/2026,PRD041,APT059,PLG131,KRY104,SUP060,2,47000,4700.0,89300,21300,Debit,Apotek Ritel Internal
FKT00280,12/10/2026,PRD091,APT053,PLG103,KRY114,SUP022,2,19000,0.0,38000,7000,QRIS,Apotek Ritel Internal
FKT00281,04-09-2026,PRD040,APT083,PLG111,KRY112,SUP042,3,92500,0.0,277500,42000,QRIS,Apotek Ritel Internal
FKT00282,2026-03-30,PRD006,APT094,PLG147,KRY108,SUP025,2,85000,3400.0,166600,19600,Debit,Apotek Ritel Internal
FKT00283,2026-11-06,PRD035,APT038,PLG028,KRY085,SUP090,5,38000,0.0,190000,20000,Tunai,Apotek Ritel Internal
FKT00284,19/05/2026,PRD107,APT065,PLG001,KRY018,SUP059,3,80000,0.0,240000,25500,Kredit,Apotek Ritel Internal
FKT00285,12-11-2026,PRD023,APT069,PLG082,KRY100,SUP097,3,57500,0.0,172500,28500,Kredit,Apotek Ritel Internal
FKT00286,2026-06-26,PRD066,APT061,PLG131,KRY052,SUP056,5,89000,0.0,445000,47500,E-Wallet,Apotek Ritel Internal
FKT00287,27/12/2026,PRD118,APT011,PLG073,KRY111,SUP098,1,32500,1600.0,30900,1900,Kredit,Apotek Ritel Internal
FKT00288,17-11-2026,PRD045,APT037,PLG140,KRY021,SUP003,3,78500,0.0,235500,39000,E-Wallet,Apotek Ritel Internal
FKT00289,2026-07-16,PRD042,APT040,PLG074,KRY009,SUP042,1,7500,200.0,7300,800,QRIS,Apotek Ritel Internal
FKT00290,2026-09-07,PRD117,APT013,PLG036,KRY061,SUP007,5,89500,9000.0,438500,43500,Kredit,Apotek Ritel Internal
FKT00291,2026-12-14,PRD064,APT044,PLG091,KRY029,SUP040,1,33000,0.0,33000,9000,Kredit,Apotek Ritel Internal
FKT00292,2026-05-02,PRD031,APT093,PLG148,KRY047,SUP017,1,25500,500.0,25000,2500,Debit,Apotek Ritel Internal
FKT00293,27-02-2026,PRD116,APT008,PLG135,KRY110,SUP059,10,25000,0.0,250000,65000,Tunai,Apotek Ritel Internal
FKT00294,2026-09-25,PRD008,APT046,PLG020,KRY088,SUP075,3,36000,0.0,108000,19500,Tunai,Apotek Ritel Internal
FKT00295,25/06/2026,PRD001,APT045,PLG121,KRY090,SUP034,2,32000,0.0,64000,13000,Tunai,Apotek Ritel Internal
FKT00296,22-12-2026,PRD087,APT075,PLG145,KRY099,SUP061,1,25000,500.0,24500,2000,E-Wallet,Apotek Ritel Internal
FKT00297,2026-01-27,PRD034,APT077,PLG007,KRY117,SUP049,2,99500,0.0,199000,46000,Debit,Apotek Ritel Internal
FKT00298,09-06-2026,PRD099,APT002,PLG029,KRY082,SUP002,6,64000,0.0,384000,63000,Kredit,Apotek Ritel Internal
FKT00299,09/07/2026,PRD030,APT072,PLG125,KRY041,SUP084,4,15000,0.0,60000,14000,Tunai,Apotek Ritel Internal
FKT00300,16-03-2026,PRD095,APT085,PLG106,KRY099,SUP086,2,73500,0.0,147000,24000,QRIS,Apotek Ritel Internal
FKT00301,2026-04-18,PRD098,APT006,PLG068,KRY028,SUP046,1,64500,0.0,64500,13000,Debit,Apotek Ritel Internal
FKT00302,2026-09-01,PRD087,APT053,PLG098,KRY043,SUP061,2,25000,0.0,50000,5000,Kredit,Apotek Ritel Internal
FKT00303,07-01-2026,PRD091,APT037,PLG081,KRY021,SUP022,1,19000,400.0,18600,3100,Kredit,Apotek Ritel Internal
FKT00304,09-11-2026,PRD099,APT032,PLG069,KRY037,SUP002,1,63500,0.0,63500,10000,QRIS,Apotek Ritel Internal
FKT00305,11/12/2026,PRD023,APT033,PLG047,KRY023,SUP097,2,57500,0.0,115000,19000,Tunai,Apotek Ritel Internal
FKT00306,07/01/2026,PRD059,APT070,PLG090,KRY054,SUP085,4,35500,0.0,142000,22000,Tunai,Apotek Ritel Internal
FKT00307,22-12-2026,PRD106,APT021,PLG032,KRY105,SUP072,1,72500,0.0,72500,19000,E-Wallet,Apotek Ritel Internal
FKT00308,05-04-2026,PRD078,APT025,PLG120,KRY085,SUP062,8,46000,0.0,368000,68000,Debit,Apotek Ritel Internal
FKT00309,07/08/2026,PRD075,APT079,PLG066,KRY113,SUP063,4,76500,15300.0,290700,54700,Kredit,Apotek Ritel Internal
FKT00310,2026-07-18,PRD005,APT096,PLG068,KRY023,SUP086,2,79500,23800.0,135200,200,QRIS,Apotek Ritel Internal
FKT00311,09-11-2026,PRD072,APT010,PLG139,KRY120,SUP015,1,42500,0.0,42500,7500,Kredit,Apotek Ritel Internal
FKT00312,2026-04-03,PRD066,APT024,PLG115,KRY081,SUP056,6,89000,10700.0,523300,46300,Tunai,Apotek Ritel Internal
FKT00313,20/01/2026,PRD030,APT072,PLG101,KRY041,SUP084,2,15500,0.0,31000,8000,Kredit,Apotek Ritel Internal
FKT00314,05-02-2026,PRD001,APT095,PLG124,KRY052,SUP034,3,32000,0.0,96000,19500,Debit,Apotek Ritel Internal
FKT00315,2026-04-12,PRD061,APT096,PLG021,KRY108,SUP091,2,38500,1500.0,75500,10500,QRIS,Apotek Ritel Internal
FKT00316,2026-11-22,PRD022,APT071,PLG028,KRY042,SUP075,2,72000,0.0,144000,39000,QRIS,Apotek Ritel Internal
FKT00317,2026-04-24,PRD120,APT024,PLG100,KRY081,SUP033,4,25500,0.0,102000,24000,E-Wallet,Apotek Ritel Internal
FKT00318,2026-08-19,PRD002,APT033,PLG087,KRY014,SUP078,2,51500,5200.0,97800,11800,E-Wallet,Apotek Ritel Internal
FKT00319,2026-08-23,PRD102,APT054,PLG149,KRY079,SUP057,6,9000,2700.0,51300,3300,Kredit,Apotek Ritel Internal
FKT00320,2026-12-02,PRD028,APT065,PLG004,KRY018,SUP049,3,62000,9300.0,176700,38700,Tunai,Apotek Ritel Internal
FKT00321,2026-08-22,PRD097,APT006,PLG028,KRY028,SUP039,2,42500,0.0,85000,15000,QRIS,Apotek Ritel Internal
FKT00322,2026-08-07,PRD097,APT077,PLG103,KRY117,SUP039,1,43000,900.0,42100,7100,QRIS,Apotek Ritel Internal
FKT00323,14/06/2026,PRD091,APT078,PLG045,KRY118,SUP022,1,18500,0.0,18500,3000,Kredit,Apotek Ritel Internal
FKT00324,28/03/2026,PRD064,APT043,PLG149,KRY006,SUP040,1,33500,700.0,32800,8800,QRIS,Apotek Ritel Internal
FKT00325,09-01-2026,PRD007,APT001,PLG023,KRY072,SUP073,2,31000,1200.0,60800,10800,QRIS,Apotek Ritel Internal
FKT00326,2026-03-15,PRD059,APT039,PLG045,KRY045,SUP085,3,36500,0.0,109500,19500,Tunai,Apotek Ritel Internal
FKT00327,2026-11-18,PRD034,APT040,PLG143,KRY009,SUP049,1,100000,15000.0,85000,8500,E-Wallet,Apotek Ritel Internal
FKT00328,2026-07-05,PRD120,APT051,PLG119,KRY049,SUP033,1,24500,0.0,24500,5000,QRIS,Apotek Ritel Internal
FKT00329,17/12/2026,PRD108,APT050,PLG041,KRY075,SUP087,1,56500,0.0,56500,6000,Kredit,Apotek Ritel Internal
FKT00330,09/05/2026,PRD092,APT078,PLG012,KRY004,SUP048,4,48500,0.0,194000,32000,Tunai,Apotek Ritel Internal
FKT00331,06-09-2026,PRD006,APT024,PLG114,KRY081,SUP025,2,85500,3400.0,167600,20600,Debit,Apotek Ritel Internal
FKT00332,2026-04-28,PRD038,APT010,PLG106,KRY108,SUP020,2,80000,0.0,160000,37000,E-Wallet,Apotek Ritel Internal
FKT00333,05-11-2026,PRD026,APT061,PLG046,KRY050,SUP073,2,66000,6600.0,125400,19400,Debit,Apotek Ritel Internal
FKT00334,02-05-2026,PRD078,APT006,PLG035,KRY028,SUP062,5,45000,0.0,225000,37500,Debit,Apotek Ritel Internal
FKT00335,23/04/2026,PRD069,APT082,PLG044,KRY080,SUP061,1,74000,0.0,74000,8500,QRIS,Apotek Ritel Internal
FKT00336,30/10/2026,PRD053,APT002,PLG110,KRY082,SUP002,1,73500,1500.0,72000,6500,E-Wallet,Apotek Ritel Internal
FKT00337,18-03-2026,PRD107,APT040,PLG012,KRY009,SUP059,10,81000,40500.0,769500,54500,Tunai,Apotek Ritel Internal
FKT00338,06/08/2026,PRD054,APT082,PLG026,KRY080,SUP007,2,53000,2100.0,103900,10900,Tunai,Apotek Ritel Internal
FKT00339,21-12-2026,PRD114,APT013,PLG076,KRY010,SUP057,3,57000,0.0,171000,21000,Debit,Apotek Ritel Internal
FKT00340,24/03/2026,PRD099,APT077,PLG007,KRY117,SUP002,2,63000,12600.0,113400,6400,Kredit,Apotek Ritel Internal
FKT00341,2026-04-05,PRD043,APT045,PLG001,KRY066,SUP077,2,56000,0.0,112000,19000,Tunai,Apotek Ritel Internal
FKT00342,01-06-2026,PRD031,APT095,PLG139,KRY052,SUP017,4,25500,2000.0,100000,10000,Debit,Apotek Ritel Internal
FKT00343,2026-01-29,PRD107,APT035,PLG014,KRY094,SUP059,2,80000,3200.0,156800,13800,Debit,Apotek Ritel Internal
FKT00344,23-12-2026,PRD005,APT073,PLG053,KRY060,SUP086,10,79500,0.0,795000,120000,Kredit,Apotek Ritel Internal
FKT00345,25/10/2026,PRD079,APT078,PLG058,KRY118,SUP077,2,60000,0.0,120000,16000,Kredit,Apotek Ritel Internal
FKT00346,12-06-2026,PRD052,APT050,PLG032,KRY075,SUP006,4,23500,4700.0,89300,13300,Debit,Apotek Ritel Internal
FKT00347,2026-08-20,PRD092,APT095,PLG017,KRY052,SUP048,6,48000,0.0,288000,45000,Kredit,Apotek Ritel Internal
FKT00348,02/04/2026,PRD115,APT010,PLG071,KRY034,SUP083,3,62500,0.0,187500,37500,QRIS,Apotek Ritel Internal
FKT00349,24-09-2026,PRD002,APT040,PLG139,KRY009,SUP078,2,51500,0.0,103000,17000,Tunai,Apotek Ritel Internal
FKT00350,28/04/2026,PRD092,APT085,PLG134,KRY083,SUP048,2,48500,0.0,97000,16000,Debit,Apotek Ritel Internal
FKT00351,06-09-2026,PRD078,APT086,PLG114,KRY059,SUP062,2,45000,9000.0,81000,6000,Debit,Apotek Ritel Internal
FKT00352,29-03-2026,PRD027,APT035,PLG074,KRY094,SUP034,1,29000,0.0,29000,3000,QRIS,Apotek Ritel Internal
FKT00353,2026-11-13,PRD081,APT028,PLG045,KRY005,SUP039,1,50000,0.0,50000,11000,Debit,Apotek Ritel Internal
FKT00354,12-06-2026,PRD022,APT057,PLG009,KRY086,SUP075,2,71000,0.0,142000,37000,Kredit,Apotek Ritel Internal
FKT00355,04-10-2026,PRD061,APT012,PLG007,KRY039,SUP091,8,38500,30800.0,277200,17200,Debit,Apotek Ritel Internal
FKT00356,17-12-2026,PRD038,APT073,PLG122,KRY060,SUP020,8,80500,12900.0,631100,139100,E-Wallet,Apotek Ritel Internal
FKT00357,15-08-2026,PRD011,APT047,PLG011,KRY047,SUP026,3,48500,0.0,145500,18000,Kredit,Apotek Ritel Internal
FKT00358,2026-11-13,PRD051,APT010,PLG015,KRY108,SUP047,3,46500,7000.0,132500,11000,Debit,Apotek Ritel Internal
FKT00359,28-12-2026,PRD051,APT069,PLG023,KRY100,SUP047,1,46500,900.0,45600,5100,E-Wallet,Apotek Ritel Internal
FKT00360,2026-01-29,PRD042,APT014,PLG110,KRY073,SUP042,2,7500,0.0,15000,2000,Debit,Apotek Ritel Internal
FKT00361,07/06/2026,PRD102,APT009,PLG114,KRY067,SUP057,5,9500,0.0,47500,7500,Kredit,Apotek Ritel Internal
FKT00362,2026-12-20,PRD008,APT020,PLG122,KRY112,SUP075,2,35500,0.0,71000,12000,E-Wallet,Apotek Ritel Internal
FKT00363,2026-11-21,PRD108,APT040,PLG143,KRY065,SUP087,4,56500,0.0,226000,24000,Kredit,Apotek Ritel Internal
FKT00364,29-05-2026,PRD004,APT084,PLG150,KRY095,SUP043,2,16000,0.0,32000,9000,Tunai,Apotek Ritel Internal
FKT00365,21/06/2026,PRD097,APT046,PLG074,KRY054,SUP039,1,43000,900.0,42100,7100,Tunai,Apotek Ritel Internal
FKT00366,2026-03-03,PRD056,APT096,PLG093,KRY075,SUP011,2,88500,17700.0,159300,9300,Kredit,Apotek Ritel Internal
FKT00367,22-12-2026,PRD044,APT076,PLG005,KRY109,SUP093,1,16000,0.0,16000,2500,Debit,Apotek Ritel Internal
FKT00368,2026-08-25,PRD013,APT015,PLG070,KRY078,SUP032,2,79000,0.0,158000,26000,Debit,Apotek Ritel Internal
FKT00369,29/09/2026,PRD006,APT019,PLG047,KRY098,SUP025,1,84500,0.0,84500,11000,Debit,Apotek Ritel Internal
FKT00370,17/12/2026,PRD031,APT072,PLG093,KRY041,SUP017,2,26000,2600.0,49400,4400,Tunai,Apotek Ritel Internal
FKT00371,2026-03-12,PRD044,APT048,PLG088,KRY106,SUP093,1,15500,0.0,15500,2000,QRIS,Apotek Ritel Internal
FKT00372,2026-10-14,PRD096,APT052,PLG137,KRY024,SUP057,2,25500,0.0,51000,5000,QRIS,Apotek Ritel Internal
FKT00373,09/01/2026,PRD036,APT035,PLG114,KRY101,SUP069,1,9500,0.0,9500,1500,Tunai,Apotek Ritel Internal
FKT00374,23-05-2026,PRD027,APT013,PLG034,KRY010,SUP034,2,28500,0.0,57000,5000,Kredit,Apotek Ritel Internal
FKT00375,02/04/2026,PRD091,APT051,PLG016,KRY053,SUP022,1,18500,0.0,18500,3000,Debit,Apotek Ritel Internal
FKT00376,26/04/2026,PRD012,APT061,PLG052,KRY024,SUP054,3,14000,0.0,42000,6000,Debit,Apotek Ritel Internal
FKT00377,24-10-2026,PRD017,APT050,PLG062,KRY075,SUP097,1,72000,3600.0,68400,7900,E-Wallet,Apotek Ritel Internal
FKT00378,22-04-2026,PRD116,APT016,PLG138,KRY001,SUP059,10,24500,24500.0,220500,35500,E-Wallet,Apotek Ritel Internal
FKT00379,29/12/2026,PRD078,APT018,PLG028,KRY017,SUP062,5,45000,0.0,225000,37500,E-Wallet,Apotek Ritel Internal
FKT00380,2026-04-27,PRD087,APT030,PLG120,KRY013,SUP061,2,25000,2500.0,47500,2500,Debit,Apotek Ritel Internal
FKT00381,13-10-2026,PRD007,APT049,PLG099,KRY037,SUP073,2,32000,0.0,64000,14000,Kredit,Apotek Ritel Internal
FKT00382,26-04-2026,PRD033,APT087,PLG049,KRY077,SUP021,6,23500,14100.0,126900,21900,Debit,Apotek Ritel Internal
FKT00383,22-11-2026,PRD010,APT043,PLG022,KRY016,SUP085,1,49000,1000.0,48000,9000,Tunai,Apotek Ritel Internal
FKT00384,11/05/2026,PRD024,APT086,PLG104,KRY016,SUP063,1,45000,2200.0,42800,5300,Debit,Apotek Ritel Internal
FKT00385,2026-10-25,PRD087,APT082,PLG103,KRY080,SUP061,2,25500,,43400,0,Kredit,Apotek Ritel Internal
FKT00386,2026-09-19,PRD088,APT010,PLG065,KRY120,SUP087,2,62000,12400.0,111600,21600,Tunai,Apotek Ritel Internal
FKT00387,20/02/2026,PRD096,APT050,PLG007,KRY075,SUP057,2,27000,0.0,54000,8000,Debit,Apotek Ritel Internal
FKT00388,2026-11-15,PRD087,APT067,PLG134,KRY044,SUP061,4,25000,0.0,100000,10000,Kredit,Apotek Ritel Internal
FKT00389,09-09-2026,PRD061,APT083,PLG139,KRY068,SUP091,8,38000,45600.0,258400,0,Tunai,Apotek Ritel Internal
FKT00390,16/07/2026,PRD099,APT043,PLG010,KRY005,SUP002,1,64000,6400.0,57600,4100,Debit,Apotek Ritel Internal
FKT00391,2026-11-05,PRD036,APT037,PLG029,KRY021,SUP069,3,10500,0.0,31500,7500,Kredit,Apotek Ritel Internal
FKT00392,2026-09-01,PRD016,APT006,PLG068,KRY029,SUP071,3,81000,4900.0,238100,35600,Debit,Apotek Ritel Internal
FKT00393,26-05-2026,PRD003,APT004,PLG094,KRY071,SUP006,5,32500,0.0,162500,27500,Debit,Apotek Ritel Internal
FKT00394,12/06/2026,PRD047,APT006,PLG063,KRY028,SUP096,1,56500,1100.0,55400,8400,Tunai,Apotek Ritel Internal
FKT00395,01/05/2026,PRD061,APT003,PLG109,KRY073,SUP091,2,38500,0.0,77000,12000,Kredit,Apotek Ritel Internal
FKT00396,2026-06-13,PRD066,APT031,PLG026,KRY056,SUP056,1,90000,0.0,90000,10500,Kredit,Apotek Ritel Internal
FKT00397,2026-09-15,PRD075,APT015,PLG077,KRY078,SUP063,8,76500,0.0,612000,140000,Tunai,Apotek Ritel Internal
FKT00398,2026-06-02,PRD034,APT058,PLG058,KRY035,SUP049,4,100000,0.0,400000,94000,Debit,Apotek Ritel Internal
